ID,score,area,gender,age,using_time,balance,usage,card,Active,salary,Purchase
2239,,Taipei,Male,28,,,2,1,1,154559.28,0
2240,493,,,31,3,0,,1,1,176570.28,1
2241,785,,Female,33,6,127211.45,1,,0,191961.83,0
2242,681,Taichung,Male,42,3,,2,,0,9452.88,1
2243,621,Taichung,Female,30,2,101014.08,,1,,165257.31,0
2244,756,Tainan,,38,,119208.85,1,,,169763.89,1
2245,515,,,,,0,2,1,1,160663.11,0
2246,625,Taipei,Female,58,,53772.73,1,1,1,192072.1,1
2248,,,,,2,138878.81,1,,1,112269.67,0
2249,539,,Female,,1,130922.81,,0,,,0
2251,,,,20,8,0,,,1,12368.11,0
2252,677,Tainan,Female,25,8,130866.19,1,,,,0
2253,733,Taichung,,33,7,187257.94,1,0,,190430.81,0
2254,684,Tainan,,41,7,,1,1,,,0
2256,478,Tainan,Male,43,1,0,,,,197916.43,0
2258,,,Female,35,4,0,2,,,159676.55,0
2259,466,,,36,5,119540.15,,0,1,,0
2261,576,Taipei,Male,,9,0,2,,1,,0
2262,763,,Female,,1,66101.89,1,1,,143981.27,0
2263,572,Taipei,,43,2,,1,,0,26450.57,1
2264,757,Taipei,Female,,2,0,2,0,0,164482.92,0
2265,582,Taipei,Female,29,0,,1,1,1,84012.81,0
2267,617,,Female,37,4,,2,1,0,175324.74,1
2268,,Taipei,Male,,,0,2,1,0,197226.32,0
2270,,Taipei,,33,4,0,2,,1,83700.66,0
2271,,Taipei,Female,38,8,,2,0,0,28226.15,1
2272,,Taichung,Male,25,5,153611.83,2,1,,35321.65,0
2274,726,,Female,27,7,,,0,1,78970.58,0
2275,,,,,9,106804.26,3,,,107890.69,1
2276,550,Taipei,Female,48,6,0,2,,,191870.28,0
2277,542,,Female,59,,68892.77,,,0,7905.06,1
2278,732,Taipei,Female,43,6,0,2,1,0,,0
2279,473,,Female,33,5,125827.43,,,1,145698.73,0
2280,745,Tainan,Male,,,0,2,1,,50046.25,0
2281,732,Taipei,Male,36,7,,,1,,60830.24,0
2282,848,Taichung,Female,40,,,1,0,0,158853.98,0
2283,572,Taipei,,,,133043.66,1,0,0,111243.09,0
2285,664,Taichung,Male,39,7,60263.23,,1,0,,0
2286,630,Taichung,,,3,129370.91,,,1,47775.34,1
2289,619,Taipei,Female,,,,1,,1,160948.87,0
2290,,Taipei,Male,48,8,,2,,,44965.54,1
2291,,Tainan,Male,,2,,2,,0,,0
2292,598,Tainan,,,8,,2,,0,109296.18,0
2294,689,,Female,45,0,57784.22,,,0,197804,1
2295,,,,,,,,1,0,118782.06,0
2296,699,Taipei,Male,40,,0,1,0,1,,1
2297,749,,Male,47,9,110022.74,1,,1,,1
2299,607,,Male,,2,164523.5,2,1,1,,0
2302,676,,Female,61,8,0,2,1,1,,0
2303,723,Taipei,Female,,4,0,,0,,89972.25,0
2304,714,Tainan,,,0,124693.48,1,,,,0
2305,759,Tainan,,35,,,1,,1,,0
2306,,Taipei,Male,29,0,0,1,1,0,142516.35,0
2307,697,Taipei,Female,34,2,126558.92,1,1,0,73334.43,0
2308,610,,Male,57,,106938.11,2,,1,186612.47,0
2309,,Taichung,Female,33,4,140002.35,1,1,0,123613.81,0
2310,599,,Male,46,9,123444.72,1,1,1,,1
2311,781,Taipei,,32,6,147107.91,1,1,1,40066.95,0
2312,645,Taipei,Male,19,9,128514.84,1,0,0,175969.19,0
2313,545,Taipei,Female,55,,,1,0,0,,1
2314,,,,40,9,106756.01,2,1,0,,0
2315,561,Tainan,Female,28,,0,2,1,0,191387.76,0
2316,662,Taipei,Female,,6,0,2,1,0,51229.17,0
2317,649,Taichung,Female,50,5,,1,1,1,87351.42,1
2319,,Tainan,Male,33,2,0,2,1,,,0
2320,636,Taichung,Female,37,9,157098.52,1,,,153535.27,0
2321,593,Taichung,Female,,5,,1,1,1,125079.65,0
2322,545,Taichung,Male,45,,93796.42,2,1,,162321.26,0
2323,567,Tainan,Female,41,1,0,,1,0,3414.72,0
2324,583,Taipei,,51,6,125268.03,,,0,,0
2325,681,,Female,29,2,148143.84,1,1,1,52021.39,0
2326,762,,,,,115545.33,,1,,,0
2327,648,,,35,,,2,0,,122899.01,0
2328,644,Taipei,Male,,5,,,1,1,10771.46,0
2329,,Tainan,Male,29,,0,,1,,18255.51,0
2330,850,Taipei,Male,,,162442.35,1,1,,183566.78,0
2331,484,,Female,39,5,0,,,,,0
2332,508,Taichung,,28,,96213.82,,,0,147913.56,0
2333,439,,Female,29,,156569.43,1,1,,180598.66,0
2335,803,Tainan,Female,37,1,0,2,0,,7455.2,0
2336,,Taichung,Female,,,110463.25,,1,,,1
2337,640,,Male,33,,154575.76,1,1,0,,1
2338,701,Tainan,Female,35,9,,2,0,,,0
2340,651,Taichung,,26,,147037.32,,0,,141763.26,0
2341,523,Taichung,,41,0,,1,,0,,1
2343,,Tainan,,44,5,0,1,,0,,0
2344,,,Male,,5,,2,,1,135662.17,0
2345,714,Taichung,Female,49,,,1,1,0,7571.51,1
2346,794,Tainan,Male,38,,179581.31,1,1,0,,0
2348,589,Taichung,Male,,7,119961.48,1,1,,,1
2349,,,Male,45,3,,,0,0,,0
2350,719,,,42,,,3,1,0,149097.38,1
2351,,Taichung,Female,58,3,119024.75,,1,0,35199.24,1
2352,651,Taipei,,,7,74623.5,3,1,0,129451.29,1
2353,637,Tainan,,45,2,157929.45,1,1,1,145134.49,1
2354,554,Taipei,,26,7,92606.86,,1,0,192709.69,0
2355,,,Male,35,,127862.93,,1,0,139083.7,0
2357,,Taichung,Female,37,4,142711.81,,,,,0
2359,,Taipei,,,1,163159.85,1,0,1,15602.8,0
2360,663,Taichung,Male,,3,,1,,1,,0
2361,518,Taichung,Female,,5,110624.99,1,1,0,89327.67,0
2362,,Taichung,Female,43,5,154846.24,2,1,1,151903.6,0
2364,,Taipei,,33,,0,,0,,77519.62,0
2366,,,,,5,102500.34,,0,,,0
2368,620,,Male,39,9,,1,,0,,1
2369,,Tainan,,48,10,0,2,1,1,,0
2370,648,,Female,54,7,,1,1,,172586.89,1
2372,730,Taipei,Female,,,,1,1,1,145792.01,0
2373,737,,Female,,1,,1,1,,138510.01,1
2374,,,Male,31,3,,2,,,168895.06,0
2375,,Tainan,,,,133434.57,2,,0,97983.44,0
2377,,Tainan,,,,,2,1,,18210.36,0
2379,622,,,38,,98640.74,,1,,,0
2380,,,Male,26,,74681.9,2,,,31231.35,0
2381,,Taipei,Male,34,4,0,2,1,0,141582.66,0
2382,,Tainan,Female,41,7,179915.85,1,0,0,14666.35,1
2383,,Taipei,,,1,128207.23,1,1,,55400.17,0
2384,,Taipei,Male,42,9,132739.26,,0,0,174667.65,0
2385,,Taipei,Female,,10,0,2,1,,,0
2386,623,Taipei,Male,27,4,120509.81,1,0,,,0
2387,541,Taipei,Male,,4,,2,1,,,0
2388,,,,39,4,,2,0,1,182081.45,0
2391,,Taichung,Male,32,7,184715.86,2,1,,113781.99,0
2392,850,Taipei,,31,,0,2,1,0,,0
2393,,,,51,4,,1,1,1,150390.57,0
2394,850,Taichung,Male,28,,147972.19,1,,,60708.72,1
2395,,Taipei,,43,9,0,,1,1,78858.07,0
2396,672,Taipei,,52,,170008.84,,0,0,,1
2397,,Taipei,Female,27,3,0,2,0,,,0
2398,,Tainan,Female,34,10,,1,,0,,0
2399,706,,,,8,,,,1,75732.25,0
2400,541,,Male,,7,90373.28,2,1,0,,0
2401,,,Male,34,,133467.77,2,1,1,42976.64,0
2402,630,Tainan,,30,,0,2,,1,,0
2403,531,Taipei,Male,,3,96288.26,,,0,,0
2404,,Taipei,,,4,,2,0,1,28157.34,0
2405,631,Taichung,Male,37,,,2,0,,152422.91,1
2406,,Taipei,Male,35,9,0,1,1,,,0
2407,702,Tainan,Male,32,8,71667.74,,,1,126082.18,0
2410,,,Male,37,2,,,0,0,186300.59,0
2411,596,Taipei,Female,33,1,138162.81,,1,0,85412.54,0
2412,,,Female,31,,,2,,,23343.18,0
2413,754,,,38,2,0,2,1,,,0
2414,815,,,,8,135161.67,1,1,1,,0
2415,,Taipei,Female,52,9,,1,1,0,,1
2421,,,Female,46,7,98752.51,,,,145560.38,0
2422,653,,Female,,2,158266.42,3,1,1,199357.24,0
2423,746,Taipei,Female,29,4,105599.67,1,1,,,0
2424,,Taipei,,,,,,,0,137508.31,0
2425,,,Male,31,2,0,,,,91957.39,0
2426,684,Tainan,Female,,,,1,1,1,120612.11,0
2427,793,Taipei,,,,,,,0,102921.17,0
2428,798,,Female,49,,132571.67,1,,1,31686.33,1
2430,816,Taipei,,31,8,,2,1,1,28407.4,0
2431,742,Taichung,,,,92805.72,1,0,1,,1
2432,,Taipei,,22,4,,3,,1,,1
2433,537,,Male,,3,135309.36,1,,0,,1
2434,759,Tainan,Female,74,6,128917.84,1,,,,0
2435,774,Taipei,Female,52,,56580.93,1,1,0,,1
2436,608,Taichung,,42,,131390.75,2,,,71178.09,0
2438,,Taipei,Male,41,8,0,2,,,29737.14,0
2439,628,,,,1,97361.66,1,1,1,149922.38,1
2440,566,Taipei,,42,,0,,,0,,1
2442,,,Male,29,10,0,,,1,95025.27,0
2443,,Taipei,Female,34,1,0,2,,,167035.07,0
2445,663,Taichung,Female,,4,,2,0,0,,0
2447,,Taipei,Male,51,,81710.46,,1,1,116520.07,0
2448,621,Taipei,Male,26,,75237.54,1,0,1,44220.4,0
2450,537,Taichung,Female,46,5,100727.5,1,,1,140857.76,1
2451,589,,Female,46,10,107238.85,2,,0,37024.28,0
2452,,Taipei,Male,,5,,,1,0,27513.47,0
2454,783,Tainan,,59,9,,,1,,4423.63,0
2455,678,Taichung,,,,,1,0,0,109718.44,1
2457,607,Tainan,,,4,121166.89,1,,1,115288.24,0
2458,537,Tainan,,,1,0,,0,1,41233.97,0
2459,513,Tainan,Male,88,10,,2,1,1,52952.24,0
2460,,Taipei,Male,63,,70655.48,,0,0,78955.8,1
2463,,Taipei,,53,9,,4,1,1,,1
2465,,,,40,,107041.3,1,1,1,5635.63,0
2466,763,Tainan,,,10,95153.77,1,0,1,81310.1,0
2467,516,,Male,32,,,,0,0,,0
2468,,,Female,27,4,,2,0,0,190269.21,0
2469,700,Taipei,,38,9,65962.63,,1,1,100950.48,0
2470,727,Taichung,,36,6,140418.81,,1,1,113033.73,1
2471,,Tainan,Female,,3,139799.63,,0,1,120663.57,0
2472,626,,,49,9,171787.84,,,0,187192.23,0
2473,686,,Male,38,,149238.97,1,1,1,97825.23,0
2474,351,Taichung,Female,57,,163146.46,1,1,,169621.69,1
2475,,Taipei,,,,0,2,1,0,191557.1,1
2476,627,Taipei,Male,32,10,0,2,1,0,,0
2477,,Taichung,,,9,61482.47,1,1,,,0
2478,512,Taipei,Female,41,8,,,,,64869.32,1
2479,,Taipei,Female,,5,126670.37,,,0,102426.06,0
2480,652,Taipei,Female,40,8,84390.8,,0,,107876.2,0
2481,638,Taichung,,37,2,,,1,,37294.88,0
2482,,Taipei,,57,1,0,,,0,89248.99,0
2483,,Tainan,Male,40,4,118628.8,1,0,0,,0
2484,,,Male,,,,2,1,0,16870.2,0
2486,753,Taipei,Female,38,,142263.45,,0,,33730.43,0
2488,,Taipei,Female,32,,,1,,,94790.34,0
2490,,Taipei,Male,28,6,122724.37,1,,,67057.27,0
2492,,Tainan,Female,,4,0,2,1,1,,0
2493,520,Taichung,Female,,3,108914.17,1,1,1,,1
2494,,Tainan,Male,23,10,98052.66,,1,1,,0
2495,,Taipei,,,,,,,1,177844.06,0
2497,567,,Female,45,,0,,0,1,121053.19,0
2498,613,Taipei,,,3,,2,,1,149613.77,0
2499,,Taipei,Male,,8,0,2,1,1,142.81,0
2500,614,Taipei,Female,37,8,,4,,1,,1
2501,711,Taipei,,,10,0,2,,0,53311.78,0
2502,,,Female,38,5,114753.76,1,1,0,107665.02,0
2503,527,Taipei,Male,32,0,,1,1,0,109523.88,0
2504,476,Taipei,,,,,1,,0,112132.86,0
2505,619,,Female,45,0,0,,0,,113645.4,0
2506,607,,,37,4,135927.06,,0,0,180890.4,0
2507,695,Tainan,Male,,,0,,,1,70974.13,0
2508,653,,,33,1,0,,,0,53379.52,0
2509,677,Taipei,Male,46,2,57037.74,,1,1,,0
2510,,Taipei,Female,,10,0,,1,0,179267.94,1
2511,625,,,52,2,79468.96,,1,,84606.03,0
2513,734,,Male,51,1,118537.47,1,1,1,116912.45,0
2514,,Taipei,Male,39,,,2,1,0,102999.33,0
2515,592,Taichung,Female,26,4,105082.07,,1,,,0
2516,,Taipei,,40,,0,,1,0,85455.62,1
2517,814,Taipei,Female,36,6,0,2,1,,98657.01,0
2518,,Taichung,Male,36,,104702.65,,1,,,0
2519,758,,,50,2,95813.76,3,,1,,1
2520,,Tainan,Female,62,,167026.61,2,1,1,,0
2521,,,Male,,,102453.26,1,,0,187247.56,1
2523,558,,Male,35,,0,2,0,,111687.57,0
2524,,Taipei,,24,,0,2,1,0,184182.25,0
2525,,Tainan,Male,,4,0,1,1,1,52759.82,1
2526,505,,Male,34,10,,1,0,,,0
2528,801,Taipei,,42,,0,2,,,,0
2529,,Taipei,Male,,8,149542.52,2,0,1,,0
2530,716,Taipei,Female,29,10,,1,1,1,182531.74,0
2532,,Taichung,Male,47,4,148826.32,1,,1,79450.61,0
2533,827,Taipei,Female,,2,0,2,0,1,60615.83,0
2534,606,Taipei,Male,61,5,108166.09,,0,1,,0
2535,,Taichung,Female,35,5,103214.71,1,1,0,,0
2537,691,Taipei,Male,,3,0,1,0,1,194930.3,1
2538,573,,,33,0,,,1,,137476.71,0
2539,723,Tainan,Male,38,,0,,1,,94415.6,0
2540,584,Taichung,,46,6,87361.02,,,0,120376.87,1
2542,,Taipei,Female,61,3,131583.59,4,0,1,66238.23,1
2543,549,Taichung,Male,41,,,3,1,,131710.59,1
2544,850,,Female,24,1,0,2,,1,69052.87,0
2545,668,Taichung,Male,34,5,,2,0,0,56780.97,0
2546,686,,,,0,0,1,1,1,170072.9,0
2547,660,Taipei,,50,1,0,3,1,1,191849.15,1
2548,682,,Female,59,0,122661.39,1,0,1,84803.76,0
2549,,Taipei,Male,50,4,0,2,1,1,,1
2550,645,Taipei,Female,36,8,0,2,1,1,12096.61,1
2551,850,Taipei,Male,42,0,0,2,1,0,44165.84,0
2553,,,Female,46,7,81742.84,2,,0,,0
2555,756,Tainan,,30,,145127.85,1,0,,,0
2559,727,Taichung,,,,119027.28,2,,,137903.54,0
2560,567,Taichung,Female,,2,105222.86,2,1,,93795.86,0
2561,650,Tainan,Female,30,,0,,,,67997.13,1
2562,,,Male,,1,,1,1,1,,0
2564,843,Taipei,Female,27,5,0,2,1,,67494.23,0
2565,667,Taipei,,38,6,144432.04,1,1,1,73963.17,1
2566,,Taipei,Female,50,4,77065.9,2,,1,,0
2567,660,Taichung,Female,29,6,180520.29,1,1,1,123850.58,0
2568,,Taipei,,42,1,0,2,0,0,,0
2569,,Taichung,Female,47,6,130024.87,1,1,1,45750.21,1
2571,,Tainan,,31,,174853.46,,1,0,84238.63,0
2572,680,Taipei,Male,44,7,108724.98,1,,1,72330.46,0
2574,689,Tainan,,40,2,0,2,,,164768.82,0
2575,,Taichung,,51,,110610.41,2,0,,,1
2577,645,,Male,,4,59893.85,2,1,0,43999.64,0
2578,616,Taichung,,,,149318.55,,1,,140746.13,0
2579,582,Taipei,,32,1,116409.55,1,0,1,152790.92,0
2580,,Taichung,Male,30,0,127760.07,,1,0,81537.85,1
2584,,,Female,31,7,0,,,0,170333.38,0
2585,,Taipei,Male,40,0,0,1,0,0,60416.76,0
2586,,Taipei,Male,28,9,,2,1,1,,0
2587,691,Taipei,,50,6,136953.47,1,1,1,,0
2588,,Taipei,Male,33,8,0,2,,,68815.05,0
2589,741,,Male,32,5,,1,1,1,64839.23,0
2590,778,,Male,44,8,123863.64,,,0,,0
2591,848,Tainan,Male,22,,120811.89,,1,1,,0
2592,634,Taichung,,38,2,148430.55,1,,1,56055.72,0
2593,,Taichung,Male,40,6,47869.69,2,1,1,155061.97,0
2595,537,,Female,47,6,103163.35,1,1,,16259.64,1
2596,633,Taipei,,29,,130206.28,1,1,0,184654.87,0
2598,592,Tainan,Female,40,2,200322.45,,,1,,0
2599,587,Tainan,Male,48,1,,2,1,,8908,0
2600,550,Tainan,Male,62,7,80927.56,,,,64490.67,0
2601,680,Taipei,,24,,,,1,0,154971.63,1
2602,622,Tainan,Female,,9,0,2,1,,155786.39,0
2603,594,,Male,,0,142574.71,2,,0,129084.82,0
2605,,Taipei,,,,116160.23,1,1,,13411.67,0
2607,657,,Male,32,,118829.03,2,,1,73127.61,0
2608,814,Taipei,,31,,118870.92,,1,,,0
2609,,,Male,32,1,0,,1,1,101986.16,0
2611,682,Taipei,Male,38,4,107192.38,,,1,15669.17,0
2612,,Taipei,Male,,,,1,1,,157486.1,0
2613,,Tainan,,,3,,2,0,,131281.28,0
2614,630,,,26,7,129837.72,2,0,1,,0
2615,546,Taichung,Female,,3,106458.31,4,1,,128881.87,1
2616,,Taipei,Male,,9,97009.15,,,1,85101,0
2617,762,Tainan,Male,,9,,2,0,0,149822.04,0
2618,,Taichung,Male,45,,152296.83,4,0,,108040.86,1
2619,,Taipei,Female,,1,,2,0,0,135795.53,0
2620,850,Tainan,,,,0,1,0,,25867.67,1
2621,603,,,,6,,,1,0,130483.56,0
2622,551,Taipei,Female,36,5,0,,,0,183479.12,0
2623,627,Taichung,Male,27,0,185267.45,,,,77027.34,0
2624,,,Female,28,9,0,2,,0,,0
2625,605,Tainan,Female,,3,,,0,0,,0
2626,567,Taichung,Male,29,,129750.68,1,1,0,109257.59,0
2627,568,,Female,29,2,129177.01,,,1,,0
2628,,Taichung,Male,,,,2,1,,167705.07,0
2629,634,,,48,2,107247.69,1,1,1,,1
2630,768,Tainan,,42,3,,1,0,,161242.99,1
2631,554,Taichung,Female,,3,157780.93,2,1,0,6089.13,0
2632,629,Taipei,Male,,1,172170.36,1,,1,159777.37,0
2633,638,,Male,48,,0,2,,,7919.08,0
2634,576,,,41,1,0,1,1,,188274.6,0
2635,661,,Female,42,9,75361.44,1,,0,27608.12,1
2636,592,Taipei,Female,,4,0,,1,,183569.25,0
2637,702,Tainan,Male,,2,0,2,1,1,145537.32,0
2638,647,,Female,29,,98263.46,,1,0,,0
2640,,,,40,,,,1,0,120158.72,1
2641,625,,Female,31,8,0,,,0,,0
2643,637,,Female,22,5,98800,,1,0,122865.55,0
2644,,Taipei,,27,4,,,1,,,0
2645,,,Male,,,51522.75,,,1,192131.77,0
2646,755,,Male,23,,84284.48,2,1,1,62851.6,0
2647,425,Tainan,Female,39,5,0,2,1,0,140941.47,0
2648,461,,Male,51,9,119889.84,1,,0,56767.67,1
2649,,Taipei,,,4,,1,1,,,0
2651,587,Taipei,,,5,100116.82,1,1,,34215.58,0
2652,850,,,,4,,,0,1,44406.17,0
2653,601,,Female,38,0,0,2,1,0,165196.65,0
2654,,Tainan,Male,,3,0,1,1,0,34542.41,0
2655,532,Taipei,Male,44,3,,1,1,0,74838.64,1
2658,562,Taipei,Male,,9,0,1,,1,,0
2659,670,Taichung,Male,40,2,,,0,,177028,1
2660,729,Taipei,Female,,4,140549.4,1,1,0,30990.16,1
2661,,Taipei,Female,44,,152509.25,1,1,1,136915.15,0
2662,742,,Female,28,,,,1,0,,1
2663,669,,,,,96418.09,1,0,0,131609.48,1
2664,,,,,2,131945.94,1,0,,159737.56,0
2665,586,Taipei,Male,29,3,0,,,1,,0
2666,612,Taichung,Male,,9,,1,,0,105890.55,1
2667,740,Taipei,,,7,,2,1,1,194270.91,0
2669,,Taipei,Male,52,,,1,,0,,1
2670,614,Taipei,Female,19,5,97445.49,,1,0,122823.34,0
2671,,Taipei,Female,,,,,0,,13181.37,1
2672,,,Male,35,,0,2,0,1,140780.8,0
2673,724,Taipei,Male,34,2,154485.74,2,0,,,0
2675,804,,Male,25,,108396.67,1,1,,128276.95,0
2676,745,,,38,5,65095.41,2,1,1,140197.42,0
2677,667,,Male,43,1,103018.45,,,0,32462.39,1
2678,518,,,38,10,,1,1,,162253.9,0
2680,,,Female,35,4,115680.81,1,,1,90280.7,0
2682,673,,,36,5,73088.06,2,0,0,,0
2683,656,Taichung,Female,27,,150905.03,2,,,16998.72,0
2684,,,Female,23,9,143054.85,1,0,1,62980.96,0
2685,574,Tainan,Female,,,0,2,0,0,185660.3,0
2686,679,Taipei,Male,,6,0,,1,1,,0
2688,508,Taipei,Male,,,,2,0,0,,0
2689,558,,Male,,4,108235.91,,,,143783.28,0
2692,721,Taipei,Female,37,1,0,2,,0,70810.8,0
2694,662,Taipei,Male,34,2,0,,0,1,21497.27,0
2695,,Taichung,Male,29,3,,2,0,,124749.08,0
2696,597,Taichung,,39,8,162532.14,3,,,36051.46,1
2697,698,Tainan,Female,,0,92053.44,1,1,1,,0
2698,723,Taipei,Male,,7,0,,,1,150694.58,0
2699,586,Taipei,,28,5,,3,1,0,170487.4,1
2700,633,,Female,29,,104944.1,,1,1,97684.46,0
2701,564,,,31,,0,2,,0,53520.03,0
2703,,Taipei,,30,4,107879.04,1,0,1,196894.62,0
2706,655,,,34,4,109783.69,2,1,0,,0
2707,,Taipei,Male,22,9,149777,,,1,198032.93,0
2708,,Taipei,,38,3,,1,0,0,119882.86,0
2709,630,Tainan,,,,85818.18,1,1,1,133102.3,0
2710,592,,Male,,4,,,,0,176395.02,0
2712,608,Taipei,Female,28,9,0,2,1,1,,0
2714,,Tainan,Male,,9,148564.66,1,0,,,0
2715,665,,Female,,,136354.16,,1,1,,0
2716,649,Taipei,Male,38,1,,1,0,1,88965.46,0
2717,,Taipei,,,3,0,2,,1,,0
2718,775,,Male,70,,119684.88,2,1,1,,0
2719,788,Taipei,,39,,135139.33,1,,1,113086.08,0
2721,726,Tainan,Female,56,8,,3,0,1,,1
2722,564,,Female,44,,111760.4,3,1,1,,1
2724,614,Taipei,Female,,8,,1,1,1,,0
2725,453,Taichung,Female,38,8,120623.21,,1,0,129697.99,0
2726,471,,,58,4,114713.57,1,1,1,36315.03,0
2727,829,,Female,37,3,,1,0,0,,0
2728,754,,,,2,101134.87,2,,,70954.41,0
2730,667,Taipei,Male,23,1,,,1,,91573.19,0
2731,670,Tainan,Male,30,,133446.34,1,0,,3154.95,0
2732,670,,Female,33,7,0,,1,1,,0
2733,623,Taichung,Female,,1,108076.33,1,1,0,118855.26,1
2734,571,,,32,,,1,1,0,125256.53,0
2735,641,,Female,,7,62974.64,2,0,1,39016.43,0
2736,,Taichung,Female,30,,143340.44,1,1,,145796.49,0
2737,,,,36,,,,1,0,168816.22,0
2739,650,,Male,,3,128808.65,3,0,0,113677.53,1
2741,650,,Male,,,142393.11,1,,,11276.48,0
2742,,Taipei,Female,38,8,,2,1,0,,0
2743,649,Taipei,Female,41,2,125785.23,1,,,,0
2744,689,Taipei,,22,,136444.25,1,1,,51980.25,1
2745,694,,,38,7,121527.4,1,1,0,113481.02,0
2746,655,Taichung,Male,52,9,144696.75,1,1,1,49025.79,0
2747,620,Taipei,Male,36,8,0,2,1,1,145937.99,0
2748,577,Taipei,Female,35,10,0,2,,,25161.61,0
2749,401,Taichung,Male,48,8,128140.17,,,,,1
2751,481,Taipei,,57,9,0,,1,1,169719.35,1
2752,704,Taipei,,42,8,129735.3,2,1,,179565.57,0
2754,480,Taipei,Female,28,6,0,,0,0,48131.92,0
2755,682,Taipei,Male,,0,,,1,,160828.98,0
2759,,,Male,36,,0,2,0,0,84635.64,0
2760,709,,Male,37,7,0,1,1,0,,0
2761,557,Taichung,Male,,2,100194.44,1,,1,38596.34,0
2763,719,Taichung,Male,28,3,106070.29,,1,1,,0
2766,,Taipei,Male,36,9,0,,,,40062.29,0
2767,705,Taipei,Male,30,,0,1,1,,181300.32,0
2768,,Taichung,,27,10,,1,1,1,84136.12,0
2769,669,Taipei,Male,26,,0,,1,,197594.34,0
2771,,Taipei,Female,32,5,0,,1,1,75465.41,0
2772,714,,Male,28,7,77776.39,1,,0,177737.07,0
2773,597,,,,6,124978.19,2,1,1,7144.46,0
2774,559,,Male,29,1,0,2,0,0,155639.76,0
2777,,Taipei,,39,7,0,2,,,,0
2778,,Taichung,Female,61,8,125397.21,1,1,,182184.09,1
2779,,Tainan,,71,,0,,,1,129984.2,0
2780,733,Taichung,,38,9,111347.37,2,0,1,194872.97,0
2781,778,Tainan,Male,,8,,2,1,1,,0
2782,,Taichung,Female,,9,94867.18,2,1,,,1
2784,597,,Female,,6,135703.59,2,0,0,74850.84,0
2785,821,Taichung,,,5,106453.53,,0,1,127413,0
2786,,Taipei,,43,,,1,0,0,69584.3,1
2788,,Taipei,Male,46,,,3,1,0,162643.15,1
2790,705,Tainan,Male,44,0,184552.12,1,,0,68860.3,1
2791,540,Taichung,Male,,4,127278.31,,1,1,16150.34,0
2793,535,Taipei,Female,,2,0,2,0,1,170621.55,0
2794,,,,,5,184244.86,,1,0,103099.22,0
2796,515,Taipei,,25,7,,1,0,1,38772.82,0
2797,697,,Female,39,6,151553.19,1,1,,44946.29,0
2798,,Taichung,Male,27,2,166527.88,2,0,,,0
2799,579,,Male,,6,150329.15,1,1,,,0
2800,760,,,,8,121911.59,1,1,0,,0
2801,769,Taipei,Male,,9,156773.78,2,,0,40257.79,0
2802,498,Tainan,Male,,8,127864.26,1,1,1,,0
2804,705,,,43,7,79974.55,1,,,103108.33,0
2805,,Taipei,Female,44,2,0,2,1,1,58652.23,0
2806,688,Taipei,,51,5,0,1,1,,,1
2807,592,Tainan,Male,38,0,0,1,1,0,65986.48,1
2808,705,,Male,33,,144427.96,2,1,0,,0
2809,654,Taipei,Male,42,7,99263.09,1,1,,67607.9,0
2811,594,,Female,,10,0,2,1,1,124071.71,0
2813,597,,Male,,2,0,3,,1,78707.97,0
2814,,Taipei,Female,52,7,,1,1,0,,1
2815,,Taichung,,,2,162485.8,,1,,149381.32,0
2816,,Taichung,Male,,1,95668.82,2,1,,100335.55,0
2817,683,Taipei,Male,25,4,,,1,0,,0
2819,,,Male,37,4,0,,1,0,132540.33,0
2820,730,,,34,,74197.38,,,,96875.52,0
2821,622,,Female,31,,89688.94,1,,,152305.47,0
2822,714,Tainan,Female,33,,,,1,1,49672.01,0
2823,569,,Female,34,3,,1,1,,133997.53,0
2824,668,Taichung,Female,,,,1,,1,50454.8,0
2825,,Taipei,Male,,9,149136.31,,1,1,16402.11,0
2827,693,,Female,43,4,152341.55,1,,0,,0
2828,704,,Male,,,,2,0,1,,0
2829,527,,Male,,9,132168.28,,,0,,0
2830,553,,Male,43,,85200.82,2,1,1,,0
2831,,,Male,53,1,84903.33,2,0,,,0
2832,626,Taipei,Female,,0,,2,0,0,187172.54,0
2834,683,,Male,40,8,0,1,1,0,75848.22,0
2835,850,Taipei,Male,30,9,121535.18,1,,0,40313.47,0
2836,653,Tainan,Male,,6,116662.96,2,1,1,23864.21,0
2837,,,,,8,0,,1,1,51380.9,0
2838,549,Taichung,Female,49,,124829.16,1,0,1,93551.36,0
2839,850,,,,2,,,0,0,169415.54,0
2840,,Taichung,Female,32,,108262.87,1,,1,,0
2841,528,Tainan,,40,4,0,,,,25399.7,0
2842,801,Taipei,Male,,5,0,2,1,0,66256.27,0
2844,,Taichung,Male,,,99812.88,2,1,1,158357.97,0
2845,,,Male,,2,132164.26,,,,164815.59,0
2846,,,Male,45,,103583.05,,1,0,132127.69,1
2849,850,Taipei,Female,41,,0,,1,1,,0
2850,497,Taipei,Male,41,9,0,1,,0,22074.48,0
2851,764,Taipei,Female,,5,81042.42,1,,1,109805.17,0
2854,,Taipei,Male,,,199689.49,1,1,1,24207.86,1
2855,748,Taipei,Male,33,1,,1,0,,,0
2857,432,,Female,45,3,110219.14,1,1,,,1
2858,534,,Male,51,,,,0,1,,0
2859,607,Taipei,Male,25,3,0,2,0,0,,0
