score,age,using_time,balance,usage,card,Active,salary,num_null,score_isna,gender_isna,age_isna,using_time_isna,balance_isna,usage_isna,card_isna,Active_isna,salary_isna,area_Taichung,area_Tainan,area_Taipei,gender_Female,gender_Male
531.0,27.0,5.0,0.9450762151723469,1.0,0.0,0.0,-1.9274659996201768,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1
653.0,35.0,4.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,5,1,0,0,0,1,0,1,1,1,0,1,0,0,1
653.0,37.0,7.0,0.2774022604831444,1.0,1.0,1.0,-1.249944783958004,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
529.0,63.0,4.0,0.26033181849095965,3.0,1.0,0.0,0.18572465531843085,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
683.0,37.0,4.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,6,0,1,1,0,1,0,0,1,1,0,0,0,0,0
653.0,42.0,5.0,0.7956930777493407,1.0,1.0,1.0,-0.4539666945485854,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0
563.0,34.0,5.0,0.2774022604831444,1.0,1.0,1.0,1.0951359265442302,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0
637.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,-1.5353848724172072,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0
544.0,37.0,3.0,0.04166616268863927,1.0,1.0,0.0,0.0032995001041632253,5,0,1,1,0,0,1,1,0,1,0,0,1,0,0
649.0,70.0,9.0,0.649669951374384,1.0,0.0,1.0,0.1522673083909968,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1
653.0,25.0,3.0,-1.5460191025156582,2.0,1.0,1.0,0.0032995001041632253,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0
635.0,43.0,5.0,-0.061752730097527846,1.0,0.0,0.0,1.112779219206449,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
653.0,38.0,7.0,0.28143852025963195,2.0,0.0,1.0,1.666895228732985,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
730.0,37.0,5.0,0.7548682482890056,2.0,1.0,0.0,0.0032995001041632253,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1
586.0,43.0,8.0,0.9447381847576596,1.0,1.0,0.0,0.0032995001041632253,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0
652.0,48.0,5.0,0.9586235497296287,1.0,1.0,0.0,0.0032995001041632253,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0
653.0,46.0,7.0,-1.5460191025156582,2.0,1.0,0.0,0.6407420337900438,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0
653.0,37.0,5.0,2.1563778605061223,1.0,0.0,0.0,1.0846168169276789,4,1,0,1,1,0,1,0,0,0,0,0,1,0,1
653.0,44.0,0.0,0.2774022604831444,1.0,0.0,0.0,1.0673655187916413,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0
653.0,32.0,5.0,0.2774022604831444,2.0,1.0,1.0,-2.0616465794518817,4,1,0,0,1,1,0,1,0,0,0,0,1,0,1
551.0,37.0,9.0,0.0002740659565192405,2.0,1.0,1.0,-0.1716650604052167,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
566.0,36.0,1.0,1.124419482423638,1.0,1.0,0.0,0.0032995001041632253,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0
569.0,37.0,0.0,0.2774022604831444,1.0,1.0,0.0,0.05180221314602781,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1
653.0,31.0,7.0,1.265343216122551,2.0,1.0,1.0,0.09830238166075168,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
722.0,37.0,3.0,0.2774022604831444,1.0,1.0,0.0,0.8525652171514573,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0
653.0,37.0,5.0,0.2774022604831444,2.0,1.0,1.0,-0.6994133489117252,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1
615.0,35.0,2.0,0.2848697450526323,2.0,1.0,1.0,0.8327995749436071,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
752.0,42.0,3.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0
653.0,28.0,7.0,0.2457392014451249,1.0,1.0,0.0,0.05174683845459685,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0
838.0,43.0,5.0,0.2774022604831444,1.0,1.0,0.0,0.9566583955628074,4,0,0,0,1,1,1,1,0,0,0,1,0,0,1
610.0,29.0,9.0,-1.5460191025156582,3.0,1.0,1.0,0.0032995001041632253,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1
653.0,44.0,5.0,-1.5460191025156582,2.0,0.0,1.0,-0.4449062708826217,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
587.0,37.0,7.0,0.7329385486235402,1.0,1.0,1.0,-1.936750628333776,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1
811.0,37.0,5.0,0.2774022604831444,2.0,1.0,1.0,-1.871664548349318,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0
759.0,38.0,1.0,0.40984648525820205,1.0,1.0,0.0,-0.17173459103280278,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0
648.0,42.0,8.0,0.7459841926820922,2.0,1.0,0.0,-1.9939968177945986,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
653.0,37.0,3.0,1.7452190094138855,2.0,0.0,0.0,-0.6804620893838663,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
561.0,37.0,6.0,-1.5460191025156582,2.0,1.0,0.0,-1.1355964625042918,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0
653.0,37.0,7.0,0.3296729613779906,1.0,1.0,1.0,-1.3133798238005887,7,1,1,1,0,0,1,1,1,0,0,0,0,0,0
653.0,45.0,6.0,0.2774022604831444,1.0,1.0,0.0,0.628657444175146,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1
653.0,40.0,10.0,-1.5460191025156582,1.0,1.0,1.0,0.5836374036907738,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1
548.0,37.0,4.0,0.2774022604831444,1.0,0.0,1.0,-1.0645730081803588,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0
653.0,24.0,5.0,-1.5460191025156582,2.0,1.0,1.0,0.0032995001041632253,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1
496.0,43.0,3.0,-1.5460191025156582,1.0,0.0,1.0,2.0753874576260705,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0
541.0,40.0,7.0,0.2774022604831444,1.0,1.0,0.0,0.0032995001041632253,3,0,0,0,0,1,1,0,0,1,1,0,0,0,1
778.0,37.0,7.0,1.0790493746246208,1.0,1.0,1.0,-0.7593042003272018,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0
633.0,37.0,1.0,0.2774022604831444,1.0,1.0,0.0,-1.065956750939536,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1
625.0,37.0,6.0,1.712806421012782,1.0,1.0,1.0,1.3691602933718716,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0
653.0,32.0,5.0,0.2774022604831444,1.0,1.0,1.0,1.9609864677628392,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0
547.0,37.0,1.0,1.824528197603401,2.0,0.0,1.0,-0.6359412538244987,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0
582.0,32.0,4.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0
653.0,33.0,6.0,-1.5460191025156582,1.0,1.0,1.0,1.7573930876959267,5,1,1,0,0,0,1,1,1,0,0,0,1,0,0
828.0,37.0,9.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,5,0,1,1,0,1,1,0,0,1,0,1,0,0,0
730.0,39.0,1.0,0.2774022604831444,1.0,0.0,0.0,0.9548632979530013,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0
631.0,22.0,3.0,0.2774022604831444,2.0,0.0,0.0,-1.4370283871327774,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
653.0,37.0,4.0,-1.5460191025156582,2.0,0.0,1.0,0.0032995001041632253,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1
653.0,29.0,5.0,0.8991316999371431,2.0,1.0,1.0,0.0032995001041632253,6,1,1,0,1,0,0,1,1,1,0,0,1,0,0
653.0,37.0,3.0,-1.5460191025156582,2.0,1.0,1.0,1.5918075635037696,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1
678.0,37.0,0.0,-1.5460191025156582,1.0,1.0,0.0,0.0032995001041632253,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1
521.0,30.0,2.0,0.4704401751572623,1.0,1.0,0.0,-0.739264599119641,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
653.0,24.0,1.0,0.2774022604831444,2.0,1.0,1.0,1.6895137084271836,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0
523.0,37.0,1.0,0.016949544117868205,1.0,1.0,1.0,0.0032995001041632253,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
714.0,37.0,3.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0
722.0,37.0,5.0,-1.5460191025156582,1.0,1.0,1.0,1.385722946849062,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1
630.0,39.0,7.0,0.2774022604831444,1.0,1.0,0.0,0.8549723508244473,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0
653.0,37.0,1.0,-1.5460191025156582,2.0,1.0,1.0,-1.9849790701126324,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1
670.0,38.0,4.0,0.2774022604831444,2.0,1.0,1.0,0.22192971108870743,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0
588.0,37.0,6.0,0.7300447151512769,1.0,1.0,0.0,-0.27793804480894607,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1
807.0,37.0,1.0,0.2774022604831444,1.0,1.0,0.0,-1.7343261538773307,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0
653.0,48.0,4.0,0.2774022604831444,1.0,1.0,0.0,0.29578914068092205,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0
812.0,37.0,5.0,-0.5160024733522288,1.0,1.0,0.0,0.6630159829792875,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0
631.0,40.0,5.0,0.2774022604831444,1.0,1.0,1.0,-0.9859567676889124,4,0,0,0,1,1,1,0,1,0,1,0,0,0,1
682.0,30.0,5.0,-1.5460191025156582,1.0,0.0,1.0,1.2834831551963923,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0
625.0,49.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,6,0,0,0,1,1,0,1,1,1,0,0,0,1,0
653.0,38.0,3.0,0.29925811581677436,1.0,1.0,0.0,0.0032995001041632253,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1
600.0,50.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0
545.0,74.0,5.0,-1.5460191025156582,2.0,1.0,1.0,1.2805982586781626,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0
675.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,4,0,0,1,1,0,0,1,0,1,0,1,0,0,1
653.0,47.0,1.0,0.7641837201450145,1.0,0.0,0.0,1.6745694115333911,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
653.0,33.0,5.0,0.2774022604831444,2.0,0.0,0.0,0.0032995001041632253,5,1,1,0,1,1,0,0,0,1,1,0,0,0,0
490.0,48.0,5.0,1.3741777357081186,1.0,1.0,0.0,0.0032995001041632253,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0
653.0,37.0,4.0,-1.5460191025156582,1.0,1.0,1.0,0.7614948754763542,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0
613.0,38.0,9.0,-0.28499748606990577,1.0,1.0,0.0,0.0032995001041632253,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0
812.0,34.0,5.0,0.40471947141986864,1.0,1.0,1.0,1.378680993138413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
653.0,20.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.8446495507342843,5,1,0,0,1,1,1,1,0,0,0,0,1,1,0
650.0,26.0,4.0,2.4815401957497407,2.0,1.0,0.0,0.6037904605631085,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
844.0,40.0,7.0,0.2774022604831444,1.0,1.0,1.0,-1.413659850997881,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0
686.0,47.0,5.0,1.6658511967166536,1.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,0,1,1,1,1,1,0,0,1,0
695.0,52.0,8.0,0.3897783016118075,1.0,1.0,1.0,-1.6097335145089051,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
624.0,37.0,5.0,-1.5460191025156582,1.0,0.0,1.0,2.016327642933121,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0
503.0,37.0,5.0,-1.5460191025156582,2.0,0.0,0.0,0.763909295292953,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
535.0,31.0,7.0,0.2774022604831444,2.0,1.0,1.0,-1.3225917992536265,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
743.0,37.0,6.0,1.091117191958307,2.0,1.0,1.0,0.0032995001041632253,3,0,0,1,0,0,0,1,0,1,1,0,0,1,0
702.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,-0.0032743709234687684,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1
653.0,29.0,3.0,1.188153529365873,1.0,1.0,0.0,-1.6571688075120032,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
677.0,41.0,5.0,1.21085436678669,1.0,1.0,1.0,-1.990482398468523,5,0,0,0,1,0,1,1,1,0,0,0,0,1,0
664.0,32.0,10.0,0.46844168072112236,1.0,1.0,1.0,0.2608185658135969,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
653.0,38.0,7.0,0.9142136061435373,1.0,0.0,1.0,-2.0354462315593373,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
461.0,35.0,8.0,-1.5460191025156582,1.0,1.0,0.0,0.6762484524759521,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
653.0,36.0,0.0,0.14079400456862648,1.0,1.0,1.0,1.61486466904325,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
678.0,32.0,5.0,0.2774022604831444,2.0,1.0,0.0,-0.19832776615365566,3,0,0,0,1,1,0,1,0,0,0,0,1,1,0
796.0,24.0,8.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
803.0,42.0,5.0,-1.5460191025156582,1.0,1.0,1.0,2.0121291588098944,4,0,0,0,1,0,1,1,1,0,0,0,1,0,1
712.0,36.0,5.0,0.34705456421882597,3.0,0.0,1.0,0.0032995001041632253,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1
498.0,31.0,5.0,0.2774022604831444,1.0,1.0,1.0,-1.7886202061231857,6,0,1,0,1,1,1,1,1,0,0,0,1,0,0
850.0,22.0,2.0,-1.5460191025156582,1.0,1.0,1.0,-1.8762215107381224,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0
628.0,37.0,3.0,0.7835780977507925,2.0,1.0,1.0,-1.2337578873155235,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0
539.0,34.0,4.0,0.17555758604842336,1.0,1.0,1.0,0.0032995001041632253,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0
715.0,41.0,4.0,0.22526590741848213,1.0,0.0,1.0,0.0032995001041632253,4,0,1,0,0,0,1,0,1,1,0,0,1,0,0
651.0,40.0,5.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0
813.0,34.0,5.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1
653.0,36.0,6.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
653.0,26.0,4.0,1.114287964936174,2.0,0.0,1.0,0.0032995001041632253,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0
653.0,29.0,9.0,-1.5460191025156582,1.0,1.0,0.0,-1.0228067512563805,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
653.0,32.0,2.0,0.7727276784475454,2.0,1.0,0.0,-0.4099232054833947,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
589.0,28.0,7.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0
678.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,0.31762529672701134,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0
653.0,38.0,7.0,0.5313059428998286,2.0,1.0,0.0,-1.10934115627138,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
595.0,31.0,4.0,-1.5460191025156582,2.0,1.0,0.0,1.8774193967766208,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
653.0,37.0,0.0,1.9468655196682738,1.0,1.0,1.0,0.0032995001041632253,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0
653.0,59.0,1.0,0.2774022604831444,1.0,1.0,1.0,-1.4382618271580705,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1
690.0,42.0,3.0,0.19351547531607713,2.0,0.0,0.0,0.0032995001041632253,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
653.0,21.0,8.0,0.9401121098218033,1.0,1.0,0.0,0.1426427290341397,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0
608.0,62.0,8.0,1.178075751010483,1.0,1.0,0.0,1.582646382880465,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
479.0,37.0,5.0,0.2774022604831444,1.0,1.0,1.0,-0.2948808268070113,6,0,1,1,1,1,0,1,1,0,0,1,0,0,0
653.0,47.0,1.0,0.6226027155230461,3.0,0.0,0.0,0.0032995001041632253,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0
617.0,61.0,5.0,0.1651857456591333,1.0,1.0,1.0,0.04222530598592873,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1
848.0,31.0,5.0,0.14541914000916645,2.0,1.0,1.0,0.0032995001041632253,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1
809.0,24.0,5.0,0.2774022604831444,2.0,1.0,1.0,1.9507575548374714,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0
698.0,56.0,1.0,0.5662446463065232,2.0,0.0,0.0,-0.12135382243175136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
779.0,33.0,1.0,1.431368573572721,1.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1
612.0,58.0,1.0,1.2657312276880481,1.0,1.0,1.0,0.3195465487090249,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
663.0,33.0,5.0,0.7562739211807659,1.0,1.0,1.0,2.0078297095537967,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0
653.0,45.0,3.0,1.1547294803075918,2.0,1.0,1.0,-0.07092621433606855,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0
653.0,32.0,2.0,1.3788799097645685,1.0,1.0,1.0,0.0032995001041632253,4,1,0,0,0,0,1,0,1,1,0,0,1,1,0
669.0,35.0,7.0,-1.5460191025156582,1.0,1.0,1.0,-1.0555163316739655,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571.0,37.0,1.0,0.36560320814116426,1.0,0.0,1.0,0.0032995001041632253,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0
500.0,37.0,5.0,0.8181684362943239,1.0,1.0,0.0,0.24744953316814067,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0
559.0,34.0,5.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,4,0,0,0,1,1,0,0,1,1,0,0,1,0,1
769.0,37.0,5.0,-1.5460191025156582,1.0,1.0,1.0,-0.8729917726433138,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0
653.0,22.0,5.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,5,1,0,0,0,0,1,1,1,1,0,0,1,0,1
583.0,42.0,4.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
468.0,37.0,9.0,0.2774022604831444,2.0,1.0,1.0,1.5167038687586138,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1
727.0,57.0,1.0,0.5148525614311757,1.0,0.0,1.0,0.0032995001041632253,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0
653.0,37.0,5.0,0.27007908239419004,1.0,1.0,0.0,0.0032995001041632253,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0
617.0,40.0,5.0,2.024219430206184,2.0,1.0,1.0,0.15064624552568753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
653.0,41.0,9.0,-1.5460191025156582,2.0,1.0,0.0,1.089639051629822,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
630.0,43.0,9.0,-1.5460191025156582,2.0,1.0,1.0,-1.3629955473226607,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
546.0,28.0,8.0,-1.5460191025156582,1.0,1.0,0.0,1.237455128787553,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
614.0,30.0,3.0,0.9219321238614531,2.0,1.0,1.0,0.0032995001041632253,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0
653.0,37.0,5.0,0.3651744224789536,3.0,1.0,0.0,0.0032995001041632253,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0
653.0,34.0,5.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,7,1,1,0,1,0,1,0,1,1,0,0,0,0,0
653.0,37.0,5.0,0.2774022604831444,2.0,0.0,0.0,0.22308695886940047,4,1,0,1,1,1,0,0,0,0,0,0,1,0,1
653.0,29.0,4.0,0.8955050601184203,1.0,0.0,1.0,0.0032995001041632253,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0
652.0,45.0,2.0,1.2991755698451546,1.0,0.0,1.0,0.3231302904871551,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1
653.0,45.0,7.0,0.2774022604831444,1.0,0.0,1.0,0.9119774730195666,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0
538.0,39.0,5.0,0.7608834609990609,2.0,1.0,1.0,-0.8606879741935411,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
729.0,34.0,3.0,0.2774022604831444,1.0,1.0,1.0,-1.8253398718078129,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1
615.0,49.0,5.0,-1.5460191025156582,2.0,1.0,1.0,-1.0396096392971466,3,0,0,0,1,0,0,1,1,0,0,0,1,0,1
700.0,54.0,5.0,0.2774022604831444,1.0,0.0,1.0,0.8311225128602718,3,0,0,0,1,1,1,0,0,0,0,1,0,0,1
434.0,58.0,5.0,0.8177704660784773,2.0,1.0,0.0,-0.8102112366723783,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0
653.0,37.0,5.0,-1.5460191025156582,1.0,1.0,0.0,0.021881768502092874,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1
653.0,37.0,6.0,0.4234902120349033,1.0,1.0,0.0,0.0032995001041632253,4,1,0,1,0,0,1,0,0,1,0,0,1,0,1
653.0,37.0,0.0,1.551507100800088,1.0,1.0,1.0,-0.7721017911381551,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0
548.0,35.0,10.0,-1.5460191025156582,1.0,1.0,1.0,-1.426246143644164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607.0,27.0,5.0,-1.5460191025156582,2.0,1.0,0.0,-0.7560010791657964,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
653.0,38.0,8.0,0.3730575397762285,1.0,1.0,1.0,0.0032995001041632253,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0
699.0,26.0,6.0,-0.04409660672536489,1.0,0.0,1.0,1.0498504622569467,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
693.0,40.0,0.0,0.7221429958467459,1.0,0.0,0.0,-1.5085697821795676,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
653.0,37.0,5.0,0.7598317899423596,2.0,1.0,1.0,-0.2666942761665646,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0
705.0,40.0,5.0,2.2817694818432264,1.0,1.0,0.0,0.0032995001041632253,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0
719.0,39.0,5.0,0.2774022604831444,2.0,1.0,0.0,0.9565307839618788,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
626.0,37.0,1.0,0.2774022604831444,2.0,1.0,0.0,-0.6990365511993574,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1
552.0,49.0,5.0,-1.5460191025156582,1.0,1.0,1.0,1.8836833985253254,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
653.0,31.0,5.0,0.21009437335894424,1.0,0.0,0.0,1.519083315085888,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0
621.0,37.0,6.0,0.2774022604831444,1.0,1.0,1.0,-0.014224403890628545,3,0,0,1,0,1,1,0,0,0,0,0,1,0,1
653.0,37.0,5.0,1.611995379324696,1.0,1.0,1.0,0.0032995001041632253,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0
652.0,36.0,1.0,0.2774022604831444,2.0,1.0,1.0,1.072178120733368,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
584.0,47.0,7.0,0.9067921568445321,1.0,1.0,0.0,0.0032995001041632253,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0
653.0,37.0,3.0,0.9459659172365743,1.0,1.0,1.0,0.0032995001041632253,5,1,1,1,0,0,0,1,0,1,0,0,1,0,0
670.0,37.0,3.0,0.2774022604831444,2.0,1.0,1.0,1.5574785856251283,4,0,1,1,0,1,0,1,0,0,0,0,1,0,0
765.0,37.0,9.0,0.8318022044206757,1.0,1.0,1.0,-0.42116988858321996,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0
528.0,30.0,2.0,0.8640253905660789,2.0,1.0,0.0,-1.0208981979818001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
639.0,27.0,3.0,1.287420040754498,1.0,1.0,1.0,-0.3039880899676066,5,0,1,0,0,0,1,1,1,0,0,0,0,0,0
785.0,37.0,5.0,0.2774022604831444,2.0,1.0,0.0,1.4656265448285106,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0
363.0,37.0,6.0,0.2774022604831444,3.0,1.0,0.0,0.0032995001041632253,5,0,1,1,0,1,0,1,0,1,0,1,0,0,0
764.0,24.0,7.0,-1.5460191025156582,2.0,1.0,0.0,1.7964418212291575,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
653.0,28.0,4.0,-0.31258764501411457,1.0,1.0,0.0,-1.4790960822266501,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
590.0,37.0,6.0,0.2774022604831444,2.0,1.0,0.0,1.482418399566097,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0
584.0,38.0,9.0,0.41910746638588453,1.0,1.0,0.0,0.0032995001041632253,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1
